<<<<<<< HEAD
,,,,,,
,,,SAS4,SAS4,,
,detector,Monaco,radial,axial,MAVRIC,
,1,1,9759,4.7,114619,
,2,1,1.1,29,325,
,3,1,0.1,0,60,
,4,1,21570,1.6,26329,
,5,1,0.1,1,13,
,6,1,0.5,1.6,53,
,,,,,,
=======
,,,,,,
,,,SAS4,SAS4,,
,detector,Monaco,radial,axial,MAVRIC,
,1,1,9759,4.7,114619,
,2,1,1.1,29,325,
,3,1,0.1,0,60,
,4,1,21570,1.6,26329,
,5,1,0.1,1,13,
,6,1,0.5,1.6,53,
,,,,,,
>>>>>>> 976035f4c8ffba8420e067d938fa541e86781544
,,,,,,
